GCAM_region_ID,sce,year,category,shares,gini,model
31,SSP1,2035,d5,0.069787749,0.372106837,GiniMinHist
16,SSP4,2035,d1,0.038754062,0.277608686,GiniMinHist
23,SSP3,2035,d2,0.054838429,0.282945842,GiniMinHist
15,SSP2,2035,d7,0.090825737,0.40113726,GiniMinHist
31,SSP4,2035,d6,0.080135578,0.372106837,GiniMinHist
16,SSP5,2035,d1,0.038768442,0.276297933,GiniMinHist
15,SSP3,2035,d8,0.110947739,0.401243953,GiniMinHist
20,SSP1,2035,d7,0.085538831,0.458735382,GiniMinHist
20,SSP3,2035,d8,0.108415945,0.458735382,GiniMinHist
9,SSP3,2035,d10,0.402145715,0.525493694,GiniMinHist
21,SSP3,2035,d9,0.161972495,0.40342619,GiniMinHist
32,SSP5,2035,d8,0.109778975,0.45494862,GiniMinHist
29,SSP2,2035,d9,0.177711932,0.4789235,GiniMinHist
31,SSP2,2035,d6,0.080135578,0.372106837,GiniMinHist
9,SSP4,2035,d10,0.41992246,0.54456079,GiniMinHist
14,SSP5,2035,d7,0.100441106,0.2555322,GiniMinHist
24,SSP1,2035,d8,0.106172753,0.529316071,GiniMinHist
31,SSP3,2035,d7,0.093355385,0.372106837,GiniMinHist
11,SSP2,2035,d5,0.082978564,0.2626104,GiniMinHist
21,SSP5,2035,d8,0.115432628,0.393132251,GiniMinHist
33,SSP5,2035,d5,0.068624785,0.380066306,GiniMinHist
7,SSP1,2035,d8,0.108967638,0.493452584,GiniMinHist
10,SSP4,2035,d8,0.138711037,0.440909121,GiniMinHist
12,SSP2,2035,d3,0.069937081,0.237958653,GiniMinHist
10,SSP1,2035,d8,0.130806945,0.396686459,GiniMinHist
11,SSP5,2035,d2,0.057572675,0.2626104,GiniMinHist
26,SSP1,2035,d8,0.112204582,0.467562402,GiniMinHist
9,SSP5,2035,d9,0.183550316,0.499982325,GiniMinHist
13,SSP3,2035,d3,0.063829445,0.280352405,GiniMinHist
14,SSP4,2035,d9,0.159464954,0.264851308,GiniMinHist
11,SSP1,2035,d3,0.067335606,0.2626104,GiniMinHist
14,SSP2,2035,d9,0.161349029,0.267525403,GiniMinHist
1,SSP3,2035,d2,0.039868547,0.390544517,GiniMinHist
15,SSP5,2035,d6,0.077005389,0.400386441,GiniMinHist
10,SSP5,2035,d7,0.105769761,0.3968878,GiniMinHist
18,SSP1,2035,d9,0.142435995,0.339005855,GiniMinHist
1,SSP2,2035,d2,0.039868547,0.390544517,GiniMinHist
23,SSP2,2035,d2,0.054838429,0.282945842,GiniMinHist
17,SSP3,2035,d10,0.312479215,0.368444148,GiniMinHist
11,SSP4,2035,d5,0.082978564,0.2626104,GiniMinHist
14,SSP1,2035,d8,0.116663735,0.259837263,GiniMinHist
13,SSP2,2035,d3,0.063982742,0.279547777,GiniMinHist
8,SSP1,2035,d2,0.053241236,0.292823385,GiniMinHist
12,SSP4,2035,d3,0.069239961,0.239695098,GiniMinHist
33,SSP1,2035,d6,0.078926965,0.380066306,GiniMinHist
32,SSP4,2035,d9,0.152386259,0.45494862,GiniMinHist
11,SSP3,2035,d7,0.100761115,0.2626104,GiniMinHist
32,SSP2,2035,d9,0.152386259,0.45494862,GiniMinHist
12,SSP1,2035,d3,0.07034078,0.236771225,GiniMinHist
3,SSP5,2035,d9,0.14302931,0.329251752,GiniMinHist
27,SSP1,2035,d9,0.140874688,0.333292079,GiniMinHist
33,SSP4,2035,d7,0.092187725,0.380066306,GiniMinHist
15,SSP1,2035,d7,0.090661228,0.40064096,GiniMinHist
31,SSP5,2035,d5,0.069787749,0.372106837,GiniMinHist
12,SSP3,2035,d4,0.078230268,0.240697373,GiniMinHist
33,SSP2,2035,d7,0.092187725,0.380066306,GiniMinHist
21,SSP2,2035,d9,0.162510567,0.400560372,GiniMinHist
29,SSP4,2035,d10,0.382722679,0.50944523,GiniMinHist
26,SSP2,2035,d9,0.169322335,0.47196126,GiniMinHist
8,SSP2,2035,d2,0.053241236,0.292823385,GiniMinHist
24,SSP5,2035,d8,0.106172753,0.529316071,GiniMinHist
7,SSP3,2035,d9,0.155569828,0.493452584,GiniMinHist
26,SSP4,2035,d9,0.168808794,0.478218307,GiniMinHist
25,SSP5,2035,d8,0.111727871,0.356202259,GiniMinHist
23,SSP4,2035,d2,0.054838429,0.282945842,GiniMinHist
21,SSP4,2035,d9,0.162684957,0.405352866,GiniMinHist
29,SSP3,2035,d10,0.361577415,0.484004865,GiniMinHist
10,SSP3,2035,d9,0.175146915,0.432575068,GiniMinHist
20,SSP5,2035,d7,0.085538831,0.458735382,GiniMinHist
8,SSP3,2035,d2,0.053241236,0.292823385,GiniMinHist
1,SSP1,2035,d2,0.039868547,0.390544517,GiniMinHist
25,SSP3,2035,d9,0.14408612,0.356202259,GiniMinHist
31,SSP1,2035,d6,0.080135578,0.372106837,GiniMinHist
11,SSP2,2035,d6,0.091094562,0.2626104,GiniMinHist
13,SSP1,2035,d3,0.064254624,0.278490061,GiniMinHist
33,SSP3,2035,d8,0.111263898,0.380066306,GiniMinHist
8,SSP4,2035,d2,0.053241236,0.292823385,GiniMinHist
1,SSP4,2035,d2,0.039868547,0.390544517,GiniMinHist
20,SSP2,2035,d8,0.108415945,0.458735382,GiniMinHist
13,SSP4,2035,d3,0.063995373,0.279779292,GiniMinHist
25,SSP2,2035,d9,0.14408612,0.356202259,GiniMinHist
25,SSP4,2035,d9,0.14408612,0.356202259,GiniMinHist
7,SSP5,2035,d8,0.108967638,0.493452584,GiniMinHist
21,SSP1,2035,d9,0.163715648,0.399078721,GiniMinHist
15,SSP2,2035,d8,0.110690397,0.40113726,GiniMinHist
15,SSP4,2035,d8,0.111008499,0.400889448,GiniMinHist
20,SSP4,2035,d8,0.108415945,0.458735382,GiniMinHist
31,SSP4,2035,d7,0.093355385,0.372106837,GiniMinHist
23,SSP3,2035,d3,0.064522192,0.282945842,GiniMinHist
26,SSP5,2035,d8,0.112603498,0.465935022,GiniMinHist
11,SSP1,2035,d4,0.075384651,0.2626104,GiniMinHist
11,SSP4,2035,d6,0.091094562,0.2626104,GiniMinHist
14,SSP5,2035,d8,0.117110486,0.2555322,GiniMinHist
12,SSP5,2035,d3,0.070389493,0.236583104,GiniMinHist
14,SSP1,2035,d9,0.155845957,0.259837263,GiniMinHist
29,SSP1,2035,d9,0.179678744,0.470644686,GiniMinHist
31,SSP2,2035,d7,0.093355385,0.372106837,GiniMinHist
1,SSP5,2035,d2,0.039868547,0.390544517,GiniMinHist
33,SSP5,2035,d6,0.078926965,0.380066306,GiniMinHist
15,SSP5,2035,d7,0.090697109,0.400386441,GiniMinHist
13,SSP5,2035,d3,0.064361024,0.278230858,GiniMinHist
24,SSP3,2035,d9,0.156437224,0.529316071,GiniMinHist
23,SSP1,2035,d2,0.054838429,0.282945842,GiniMinHist
8,SSP5,2035,d2,0.053241236,0.292823385,GiniMinHist
18,SSP5,2035,d9,0.142435995,0.339005855,GiniMinHist
11,SSP3,2035,d8,0.113690378,0.2626104,GiniMinHist
11,SSP5,2035,d3,0.067335606,0.2626104,GiniMinHist
12,SSP2,2035,d4,0.078571393,0.237958653,GiniMinHist
10,SSP5,2035,d8,0.131473913,0.3968878,GiniMinHist
27,SSP5,2035,d9,0.140874688,0.333292079,GiniMinHist
10,SSP2,2035,d9,0.169306727,0.407899393,GiniMinHist
15,SSP3,2035,d9,0.147884192,0.401243953,GiniMinHist
25,SSP1,2035,d9,0.14408612,0.356202259,GiniMinHist
31,SSP3,2035,d8,0.112219557,0.372106837,GiniMinHist
6,SSP3,2035,d2,0.053097766,0.295010237,GiniMinHist
13,SSP3,2035,d4,0.072888811,0.280352405,GiniMinHist
23,SSP2,2035,d3,0.064522192,0.282945842,GiniMinHist
11,SSP2,2035,d7,0.100761115,0.2626104,GiniMinHist
31,SSP5,2035,d6,0.080135578,0.372106837,GiniMinHist
6,SSP2,2035,d2,0.053097766,0.295010237,GiniMinHist
33,SSP1,2035,d7,0.092187725,0.380066306,GiniMinHist
10,SSP4,2035,d9,0.17715885,0.440909121,GiniMinHist
12,SSP4,2035,d4,0.078281999,0.239695098,GiniMinHist
7,SSP2,2035,d9,0.155569828,0.493452584,GiniMinHist
32,SSP1,2035,d9,0.152386259,0.45494862,GiniMinHist
8,SSP1,2035,d3,0.06301966,0.292823385,GiniMinHist
12,SSP3,2035,d5,0.085911548,0.240697373,GiniMinHist
7,SSP4,2035,d9,0.155569828,0.493452584,GiniMinHist
13,SSP2,2035,d4,0.073074307,0.279547777,GiniMinHist
12,SSP1,2035,d4,0.078692543,0.236771225,GiniMinHist
20,SSP1,2035,d8,0.108415945,0.458735382,GiniMinHist
17,SSP4,2035,d10,0.312479215,0.368444148,GiniMinHist
16,SSP3,2035,d2,0.052264598,0.278408246,GiniMinHist
11,SSP1,2035,d5,0.082978564,0.2626104,GiniMinHist
15,SSP1,2035,d8,0.110539584,0.40064096,GiniMinHist
11,SSP4,2035,d7,0.100761115,0.2626104,GiniMinHist
9,SSP2,2035,d10,0.394272783,0.514742425,GiniMinHist
1,SSP3,2035,d3,0.049381988,0.390544517,GiniMinHist
8,SSP2,2035,d3,0.06301966,0.292823385,GiniMinHist
14,SSP5,2035,d9,0.152677673,0.2555322,GiniMinHist
14,SSP3,2035,d10,0.220299313,0.271107497,GiniMinHist
1,SSP2,2035,d3,0.049381988,0.390544517,GiniMinHist
33,SSP4,2035,d8,0.111263898,0.380066306,GiniMinHist
23,SSP4,2035,d3,0.064522192,0.282945842,GiniMinHist
23,SSP3,2035,d4,0.07266913,0.282945842,GiniMinHist
31,SSP1,2035,d7,0.093355385,0.372106837,GiniMinHist
33,SSP2,2035,d8,0.111263898,0.380066306,GiniMinHist
17,SSP2,2035,d10,0.312479215,0.368444148,GiniMinHist
13,SSP1,2035,d4,0.073285375,0.278490061,GiniMinHist
29,SSP2,2035,d10,0.356904029,0.4789235,GiniMinHist
29,SSP5,2035,d9,0.18049185,0.465199632,GiniMinHist
8,SSP3,2035,d3,0.06301966,0.292823385,GiniMinHist
6,SSP1,2035,d2,0.053097766,0.295010237,GiniMinHist
12,SSP2,2035,d5,0.085976831,0.237958653,GiniMinHist
8,SSP4,2035,d3,0.06301966,0.292823385,GiniMinHist
13,SSP4,2035,d4,0.072939091,0.279779292,GiniMinHist
6,SSP4,2035,d2,0.053097766,0.295010237,GiniMinHist
21,SSP5,2035,d9,0.157936032,0.393132251,GiniMinHist
24,SSP4,2035,d9,0.156437224,0.529316071,GiniMinHist
24,SSP2,2035,d9,0.156437224,0.529316071,GiniMinHist
11,SSP5,2035,d4,0.075384651,0.2626104,GiniMinHist
10,SSP1,2035,d9,0.166877386,0.396686459,GiniMinHist
16,SSP2,2035,d2,0.053743841,0.275164863,GiniMinHist
15,SSP4,2035,d9,0.14805304,0.400889448,GiniMinHist
23,SSP5,2035,d2,0.054838429,0.282945842,GiniMinHist
12,SSP3,2035,d6,0.094529359,0.240697373,GiniMinHist
12,SSP5,2035,d4,0.078836271,0.236583104,GiniMinHist
33,SSP5,2035,d7,0.092187725,0.380066306,GiniMinHist
1,SSP1,2035,d3,0.049381988,0.390544517,GiniMinHist
31,SSP4,2035,d8,0.112219557,0.372106837,GiniMinHist
15,SSP5,2035,d8,0.110605217,0.400386441,GiniMinHist
13,SSP5,2035,d4,0.073235528,0.278230858,GiniMinHist
23,SSP2,2035,d4,0.07266913,0.282945842,GiniMinHist
11,SSP2,2035,d8,0.113690378,0.2626104,GiniMinHist
32,SSP5,2035,d9,0.152386259,0.45494862,GiniMinHist
3,SSP3,2035,d10,0.286898132,0.332755323,GiniMinHist
12,SSP1,2035,d5,0.086054547,0.236771225,GiniMinHist
12,SSP4,2035,d5,0.085924402,0.239695098,GiniMinHist
1,SSP4,2035,d3,0.049381988,0.390544517,GiniMinHist
11,SSP1,2035,d6,0.091094562,0.2626104,GiniMinHist
20,SSP3,2035,d9,0.151379198,0.458735382,GiniMinHist
6,SSP5,2035,d2,0.053097766,0.295010237,GiniMinHist
23,SSP1,2035,d3,0.064522192,0.282945842,GiniMinHist
15,SSP2,2035,d9,0.148144668,0.40113726,GiniMinHist
20,SSP5,2035,d8,0.108415945,0.458735382,GiniMinHist
31,SSP2,2035,d8,0.112219557,0.372106837,GiniMinHist
8,SSP5,2035,d3,0.06301966,0.292823385,GiniMinHist
25,SSP5,2035,d9,0.14408612,0.356202259,GiniMinHist
16,SSP5,2035,d2,0.053161599,0.276297933,GiniMinHist
8,SSP1,2035,d4,0.071362084,0.292823385,GiniMinHist
13,SSP3,2035,d5,0.082106838,0.280352405,GiniMinHist
26,SSP3,2035,d10,0.376359808,0.476248787,GiniMinHist
18,SSP3,2035,d10,0.292910985,0.339005855,GiniMinHist
16,SSP1,2035,d2,0.053598354,0.275321006,GiniMinHist
12,SSP2,2035,d6,0.094284801,0.237958653,GiniMinHist
23,SSP3,2035,d5,0.080497744,0.282945842,GiniMinHist
11,SSP3,2035,d9,0.136337903,0.2626104,GiniMinHist
26,SSP1,2035,d9,0.169148824,0.467562402,GiniMinHist
31,SSP5,2035,d7,0.093355385,0.372106837,GiniMinHist
6,SSP3,2035,d3,0.062793192,0.295010237,GiniMinHist
11,SSP4,2035,d8,0.113690378,0.2626104,GiniMinHist
16,SSP4,2035,d2,0.052526178,0.277608686,GiniMinHist
1,SSP5,2035,d3,0.049381988,0.390544517,GiniMinHist
8,SSP2,2035,d4,0.071362084,0.292823385,GiniMinHist
23,SSP4,2035,d4,0.07266913,0.282945842,GiniMinHist
7,SSP1,2035,d9,0.155569828,0.493452584,GiniMinHist
13,SSP2,2035,d5,0.082163381,0.279547777,GiniMinHist
6,SSP2,2035,d3,0.062793192,0.295010237,GiniMinHist
33,SSP3,2035,d9,0.146099234,0.380066306,GiniMinHist
29,SSP1,2035,d10,0.349770988,0.470644686,GiniMinHist
9,SSP1,2035,d10,0.388100673,0.503712695,GiniMinHist
11,SSP5,2035,d5,0.082978564,0.2626104,GiniMinHist
24,SSP1,2035,d9,0.156437224,0.529316071,GiniMinHist
8,SSP3,2035,d4,0.071362084,0.292823385,GiniMinHist
12,SSP5,2035,d5,0.086038043,0.236583104,GiniMinHist
14,SSP2,2035,d10,0.219069074,0.267525403,GiniMinHist
10,SSP3,2035,d10,0.307649662,0.432575068,GiniMinHist
10,SSP2,2035,d10,0.296492593,0.407899393,GiniMinHist
12,SSP3,2035,d7,0.104234443,0.240697373,GiniMinHist
33,SSP1,2035,d8,0.111263898,0.380066306,GiniMinHist
8,SSP4,2035,d4,0.071362084,0.292823385,GiniMinHist
13,SSP1,2035,d5,0.082175519,0.278490061,GiniMinHist
12,SSP1,2035,d6,0.094459913,0.236771225,GiniMinHist
1,SSP3,2035,d4,0.058323133,0.390544517,GiniMinHist
14,SSP4,2035,d10,0.218228771,0.264851308,GiniMinHist
1,SSP2,2035,d4,0.058323133,0.390544517,GiniMinHist
12,SSP4,2035,d6,0.094559637,0.239695098,GiniMinHist
13,SSP4,2035,d5,0.082172213,0.279779292,GiniMinHist
23,SSP2,2035,d5,0.080497744,0.282945842,GiniMinHist
11,SSP1,2035,d7,0.100761115,0.2626104,GiniMinHist
16,SSP3,2035,d3,0.064386838,0.278408246,GiniMinHist
6,SSP1,2035,d3,0.062793192,0.295010237,GiniMinHist
31,SSP1,2035,d8,0.112219557,0.372106837,GiniMinHist
12,SSP2,2035,d7,0.103907074,0.237958653,GiniMinHist
15,SSP1,2035,d9,0.14813433,0.40064096,GiniMinHist
26,SSP5,2035,d9,0.169352922,0.465935022,GiniMinHist
20,SSP2,2035,d9,0.151379198,0.458735382,GiniMinHist
13,SSP3,2035,d6,0.091478446,0.280352405,GiniMinHist
23,SSP1,2035,d4,0.07266913,0.282945842,GiniMinHist
6,SSP4,2035,d3,0.062793192,0.295010237,GiniMinHist
27,SSP3,2035,d10,0.291261977,0.333292079,GiniMinHist
8,SSP1,2035,d5,0.079471794,0.292823385,GiniMinHist
31,SSP3,2035,d9,0.146251743,0.372106837,GiniMinHist
23,SSP3,2035,d6,0.088996607,0.282945842,GiniMinHist
10,SSP5,2035,d9,0.167486289,0.3968878,GiniMinHist
8,SSP5,2035,d4,0.071362084,0.292823385,GiniMinHist
24,SSP5,2035,d9,0.156437224,0.529316071,GiniMinHist
20,SSP4,2035,d9,0.151379198,0.458735382,GiniMinHist
23,SSP5,2035,d3,0.064522192,0.282945842,GiniMinHist
26,SSP4,2035,d10,0.37726022,0.478218307,GiniMinHist
13,SSP5,2035,d5,0.082286535,0.278230858,GiniMinHist
29,SSP5,2035,d10,0.345288461,0.465199632,GiniMinHist
16,SSP2,2035,d3,0.06512334,0.275164863,GiniMinHist
12,SSP5,2035,d6,0.09441982,0.236583104,GiniMinHist
23,SSP4,2035,d5,0.080497744,0.282945842,GiniMinHist
8,SSP2,2035,d5,0.079471794,0.292823385,GiniMinHist
17,SSP1,2035,d10,0.312479215,0.368444148,GiniMinHist
13,SSP2,2035,d6,0.091386026,0.279547777,GiniMinHist
11,SSP5,2035,d6,0.091094562,0.2626104,GiniMinHist
7,SSP5,2035,d9,0.155569828,0.493452584,GiniMinHist
1,SSP1,2035,d4,0.058323133,0.390544517,GiniMinHist
6,SSP3,2035,d4,0.071063364,0.295010237,GiniMinHist
3,SSP4,2035,d10,0.286934809,0.331802598,GiniMinHist
1,SSP4,2035,d4,0.058323133,0.390544517,GiniMinHist
12,SSP1,2035,d7,0.103851633,0.236771225,GiniMinHist
6,SSP5,2035,d3,0.062793192,0.295010237,GiniMinHist
3,SSP2,2035,d10,0.28669548,0.330786678,GiniMinHist
33,SSP5,2035,d8,0.111263898,0.380066306,GiniMinHist
8,SSP3,2035,d5,0.079471794,0.292823385,GiniMinHist
9,SSP5,2035,d10,0.385055738,0.499982325,GiniMinHist
6,SSP2,2035,d4,0.071063364,0.295010237,GiniMinHist
12,SSP3,2035,d8,0.116254952,0.240697373,GiniMinHist
11,SSP2,2035,d9,0.136337903,0.2626104,GiniMinHist
12,SSP4,2035,d7,0.104358408,0.239695098,GiniMinHist
8,SSP4,2035,d5,0.079471794,0.292823385,GiniMinHist
10,SSP4,2035,d10,0.309551445,0.440909121,GiniMinHist
18,SSP2,2035,d10,0.292910985,0.339005855,GiniMinHist
10,SSP1,2035,d10,0.292689878,0.396686459,GiniMinHist
13,SSP1,2035,d6,0.09132434,0.278490061,GiniMinHist
16,SSP1,2035,d3,0.065117029,0.275321006,GiniMinHist
23,SSP2,2035,d6,0.088996607,0.282945842,GiniMinHist
33,SSP4,2035,d9,0.146099234,0.380066306,GiniMinHist
15,SSP5,2035,d9,0.14804071,0.400386441,GiniMinHist
33,SSP2,2035,d9,0.146099234,0.380066306,GiniMinHist
26,SSP2,2035,d10,0.373675178,0.47196126,GiniMinHist
13,SSP4,2035,d6,0.091444666,0.279779292,GiniMinHist
1,SSP5,2035,d4,0.058323133,0.390544517,GiniMinHist
16,SSP4,2035,d3,0.064642306,0.277608686,GiniMinHist
31,SSP5,2035,d8,0.112219557,0.372106837,GiniMinHist
18,SSP4,2035,d10,0.292910985,0.339005855,GiniMinHist
11,SSP4,2035,d9,0.136337903,0.2626104,GiniMinHist
12,SSP2,2035,d8,0.116453746,0.237958653,GiniMinHist
11,SSP1,2035,d8,0.113690378,0.2626104,GiniMinHist
23,SSP1,2035,d5,0.080497744,0.282945842,GiniMinHist
8,SSP1,2035,d6,0.088339007,0.292823385,GiniMinHist
1,SSP3,2035,d5,0.067705616,0.390544517,GiniMinHist
6,SSP1,2035,d4,0.071063364,0.295010237,GiniMinHist
12,SSP5,2035,d7,0.103936403,0.236583104,GiniMinHist
20,SSP1,2035,d9,0.151379198,0.458735382,GiniMinHist
1,SSP2,2035,d5,0.067705616,0.390544517,GiniMinHist
23,SSP3,2035,d7,0.099289999,0.282945842,GiniMinHist
8,SSP5,2035,d5,0.079471794,0.292823385,GiniMinHist
13,SSP3,2035,d7,0.102639189,0.280352405,GiniMinHist
13,SSP5,2035,d6,0.091291497,0.278230858,GiniMinHist
23,SSP4,2035,d6,0.088996607,0.282945842,GiniMinHist
6,SSP4,2035,d4,0.071063364,0.295010237,GiniMinHist
11,SSP5,2035,d7,0.100761115,0.2626104,GiniMinHist
8,SSP2,2035,d6,0.088339007,0.292823385,GiniMinHist
16,SSP5,2035,d3,0.064956495,0.276297933,GiniMinHist
14,SSP1,2035,d10,0.21664192,0.259837263,GiniMinHist
31,SSP4,2035,d9,0.146251743,0.372106837,GiniMinHist
23,SSP5,2035,d4,0.07266913,0.282945842,GiniMinHist
16,SSP3,2035,d4,0.072957873,0.278408246,GiniMinHist
6,SSP3,2035,d5,0.079104816,0.295010237,GiniMinHist
13,SSP2,2035,d7,0.102563805,0.279547777,GiniMinHist
31,SSP2,2035,d9,0.146251743,0.372106837,GiniMinHist
12,SSP1,2035,d8,0.115801683,0.236771225,GiniMinHist
16,SSP2,2035,d4,0.073842432,0.275164863,GiniMinHist
8,SSP3,2035,d6,0.088339007,0.292823385,GiniMinHist
17,SSP5,2035,d10,0.312479215,0.368444148,GiniMinHist
6,SSP2,2035,d5,0.079104816,0.295010237,GiniMinHist
12,SSP4,2035,d8,0.115916577,0.239695098,GiniMinHist
8,SSP4,2035,d6,0.088339007,0.292823385,GiniMinHist
13,SSP1,2035,d7,0.102419789,0.278490061,GiniMinHist
6,SSP5,2035,d4,0.071063364,0.295010237,GiniMinHist
27,SSP4,2035,d10,0.291261977,0.333292079,GiniMinHist
27,SSP2,2035,d10,0.291261977,0.333292079,GiniMinHist
1,SSP1,2035,d5,0.067705616,0.390544517,GiniMinHist
23,SSP2,2035,d7,0.099289999,0.282945842,GiniMinHist
13,SSP4,2035,d7,0.102510621,0.279779292,GiniMinHist
1,SSP4,2035,d5,0.067705616,0.390544517,GiniMinHist
16,SSP1,2035,d4,0.073762926,0.275321006,GiniMinHist
12,SSP3,2035,d9,0.137678746,0.240697373,GiniMinHist
23,SSP1,2035,d6,0.088996607,0.282945842,GiniMinHist
3,SSP1,2035,d10,0.286552022,0.329455824,GiniMinHist
12,SSP5,2035,d8,0.11566085,0.236583104,GiniMinHist
6,SSP1,2035,d5,0.079104816,0.295010237,GiniMinHist
20,SSP5,2035,d9,0.151379198,0.458735382,GiniMinHist
33,SSP1,2035,d9,0.146099234,0.380066306,GiniMinHist
21,SSP3,2035,d10,0.328696231,0.40342619,GiniMinHist
8,SSP1,2035,d7,0.099127545,0.292823385,GiniMinHist
10,SSP5,2035,d10,0.292583495,0.3968878,GiniMinHist
8,SSP5,2035,d6,0.088339007,0.292823385,GiniMinHist
6,SSP4,2035,d5,0.079104816,0.295010237,GiniMinHist
1,SSP5,2035,d5,0.067705616,0.390544517,GiniMinHist
23,SSP4,2035,d7,0.099289999,0.282945842,GiniMinHist
13,SSP3,2035,d8,0.116662742,0.280352405,GiniMinHist
16,SSP4,2035,d4,0.073135602,0.277608686,GiniMinHist
23,SSP5,2035,d5,0.080497744,0.282945842,GiniMinHist
13,SSP5,2035,d7,0.102356243,0.278230858,GiniMinHist
6,SSP3,2035,d6,0.08791115,0.295010237,GiniMinHist
8,SSP2,2035,d7,0.099127545,0.292823385,GiniMinHist
12,SSP2,2035,d9,0.136049959,0.237958653,GiniMinHist
23,SSP3,2035,d8,0.1132881,0.282945842,GiniMinHist
11,SSP5,2035,d8,0.113690378,0.2626104,GiniMinHist
31,SSP1,2035,d9,0.146251743,0.372106837,GiniMinHist
1,SSP3,2035,d6,0.078570849,0.390544517,GiniMinHist
16,SSP5,2035,d4,0.073380311,0.276297933,GiniMinHist
6,SSP2,2035,d6,0.08791115,0.295010237,GiniMinHist
1,SSP2,2035,d6,0.078570849,0.390544517,GiniMinHist
26,SSP1,2035,d10,0.370356542,0.467562402,GiniMinHist
14,SSP5,2035,d10,0.215374472,0.2555322,GiniMinHist
16,SSP2,2035,d5,0.082304955,0.275164863,GiniMinHist
8,SSP3,2035,d7,0.099127545,0.292823385,GiniMinHist
13,SSP2,2035,d8,0.116562113,0.279547777,GiniMinHist
6,SSP5,2035,d5,0.079104816,0.295010237,GiniMinHist
8,SSP4,2035,d7,0.099127545,0.292823385,GiniMinHist
11,SSP1,2035,d9,0.136337903,0.2626104,GiniMinHist
16,SSP3,2035,d5,0.081944836,0.278408246,GiniMinHist
15,SSP3,2035,d10,0.338506869,0.401243953,GiniMinHist
21,SSP4,2035,d10,0.329095076,0.405352866,GiniMinHist
12,SSP1,2035,d9,0.135475071,0.236771225,GiniMinHist
13,SSP4,2035,d8,0.116735292,0.279779292,GiniMinHist
18,SSP1,2035,d10,0.292910985,0.339005855,GiniMinHist
12,SSP4,2035,d9,0.137530126,0.239695098,GiniMinHist
23,SSP1,2035,d7,0.099289999,0.282945842,GiniMinHist
13,SSP1,2035,d8,0.11645276,0.278490061,GiniMinHist
3,SSP5,2035,d10,0.286556359,0.329251752,GiniMinHist
23,SSP2,2035,d8,0.1132881,0.282945842,GiniMinHist
33,SSP5,2035,d9,0.146099234,0.380066306,GiniMinHist
6,SSP1,2035,d6,0.08791115,0.295010237,GiniMinHist
16,SSP1,2035,d5,0.082291796,0.275321006,GiniMinHist
1,SSP1,2035,d6,0.078570849,0.390544517,GiniMinHist
23,SSP5,2035,d6,0.088996607,0.282945842,GiniMinHist
6,SSP4,2035,d6,0.08791115,0.295010237,GiniMinHist
27,SSP1,2035,d10,0.291261977,0.333292079,GiniMinHist
8,SSP5,2035,d7,0.099127545,0.292823385,GiniMinHist
1,SSP4,2035,d6,0.078570849,0.390544517,GiniMinHist
31,SSP5,2035,d9,0.146251743,0.372106837,GiniMinHist
8,SSP1,2035,d8,0.11383731,0.292823385,GiniMinHist
6,SSP3,2035,d7,0.098660407,0.295010237,GiniMinHist
23,SSP4,2035,d8,0.1132881,0.282945842,GiniMinHist
13,SSP3,2035,d9,0.141123645,0.280352405,GiniMinHist
13,SSP5,2035,d8,0.116540391,0.278230858,GiniMinHist
32,SSP3,2035,d10,0.378922542,0.45494862,GiniMinHist
16,SSP2,2035,d6,0.091162741,0.275164863,GiniMinHist
12,SSP5,2035,d9,0.135549549,0.236583104,GiniMinHist
15,SSP2,2035,d10,0.338394701,0.40113726,GiniMinHist
6,SSP2,2035,d7,0.098660407,0.295010237,GiniMinHist
1,SSP5,2035,d6,0.078570849,0.390544517,GiniMinHist
16,SSP4,2035,d5,0.082029972,0.277608686,GiniMinHist
6,SSP5,2035,d6,0.08791115,0.295010237,GiniMinHist
8,SSP2,2035,d8,0.11383731,0.292823385,GiniMinHist
16,SSP3,2035,d6,0.091482878,0.278408246,GiniMinHist
15,SSP4,2035,d10,0.33794593,0.400889448,GiniMinHist
13,SSP2,2035,d9,0.140679728,0.279547777,GiniMinHist
16,SSP5,2035,d5,0.082163077,0.276297933,GiniMinHist
25,SSP3,2035,d10,0.305246515,0.356202259,GiniMinHist
8,SSP3,2035,d8,0.11383731,0.292823385,GiniMinHist
26,SSP5,2035,d10,0.368660148,0.465935022,GiniMinHist
8,SSP4,2035,d8,0.11383731,0.292823385,GiniMinHist
21,SSP2,2035,d10,0.325696968,0.400560372,GiniMinHist
12,SSP3,2035,d10,0.212700541,0.240697373,GiniMinHist
25,SSP2,2035,d10,0.305246515,0.356202259,GiniMinHist
1,SSP3,2035,d7,0.092537005,0.390544517,GiniMinHist
25,SSP4,2035,d10,0.305246515,0.356202259,GiniMinHist
16,SSP1,2035,d6,0.091248083,0.275321006,GiniMinHist
13,SSP1,2035,d9,0.140021919,0.278490061,GiniMinHist
1,SSP2,2035,d7,0.092537005,0.390544517,GiniMinHist
11,SSP5,2035,d9,0.136337903,0.2626104,GiniMinHist
6,SSP1,2035,d7,0.098660407,0.295010237,GiniMinHist
18,SSP5,2035,d10,0.292910985,0.339005855,GiniMinHist
23,SSP1,2035,d8,0.1132881,0.282945842,GiniMinHist
