GCAM_region_ID,year,category,shares,sce,model,gini
18,2035,d5,0.073132954,SSP4,Gini25,0.342752409
3,2035,d4,0.071014952,SSP2,Gini25,0.291677076
26,2035,d4,0.052549176,SSP2,Gini25,0.424817939
7,2035,d4,0.054108066,SSP2,Gini25,0.422084696
3,2035,d2,0.054427898,SSP5,Gini25,0.289722104
27,2035,d3,0.057241973,SSP1,Gini25,0.337325071
7,2035,d4,0.054108066,SSP4,Gini25,0.422084696
14,2035,d3,0.066074806,SSP3,Gini25,0.266368527
29,2035,d6,0.077288246,SSP2,Gini25,0.439800183
32,2035,d4,0.053650151,SSP1,Gini25,0.425404798
14,2035,d2,0.057788303,SSP2,Gini25,0.262611073
3,2035,d6,0.086231804,SSP3,Gini25,0.294089822
15,2035,d2,0.043345755,SSP3,Gini25,0.367330584
32,2035,d5,0.063185506,SSP4,Gini25,0.425404798
12,2035,d1,0.040558275,SSP1,Gini25,0.25591281
26,2035,d3,0.042894435,SSP5,Gini25,0.418045746
17,2035,d6,0.074746944,SSP5,Gini25,0.423297833
32,2035,d5,0.063185506,SSP2,Gini25,0.425404798
29,2035,d7,0.102611545,SSP3,Gini25,0.445602325
21,2035,d3,0.051210254,SSP1,Gini25,0.374804897
5,2035,d10,0.334981462,SSP1,Gini25,0.416115209
7,2035,d5,0.06380843,SSP3,Gini25,0.422084696
24,2035,d5,0.046949983,SSP1,Gini25,0.55072476
4,2035,d10,0.362805651,SSP2,Gini25,0.445231493
14,2035,d2,0.058157042,SSP4,Gini25,0.259887439
27,2035,d6,0.082740067,SSP3,Gini25,0.337325071
32,2035,d6,0.074434782,SSP3,Gini25,0.425404798
20,2035,d3,0.048673442,SSP3,Gini25,0.398615929
26,2035,d5,0.064568203,SSP3,Gini25,0.429759811
17,2035,d8,0.110985651,SSP4,Gini25,0.423297833
10,2035,d5,0.06908154,SSP3,Gini25,0.42443243
3,2035,d3,0.063767238,SSP1,Gini25,0.290000677
24,2035,d6,0.059594034,SSP3,Gini25,0.55072476
18,2035,d7,0.094751633,SSP3,Gini25,0.342752409
20,2035,d2,0.039590986,SSP1,Gini25,0.398615929
17,2035,d8,0.110985651,SSP2,Gini25,0.423297833
30,2035,d1,0.043854519,SSP3,Gini25,0.228737838
17,2035,d7,0.089488056,SSP1,Gini25,0.423297833
31,2035,d1,0.030193328,SSP5,Gini25,0.349213957
25,2035,d3,0.060623002,SSP3,Gini25,0.311738617
13,2035,d1,0.03810755,SSP3,Gini25,0.276466554
7,2035,d3,0.045055943,SSP5,Gini25,0.422084696
3,2035,d5,0.077908379,SSP4,Gini25,0.292834701
9,2035,d6,0.070246364,SSP5,Gini25,0.461777944
18,2035,d4,0.064678184,SSP1,Gini25,0.342752409
18,2035,d3,0.056300102,SSP5,Gini25,0.342752409
27,2035,d5,0.073543535,SSP4,Gini25,0.337325071
27,2035,d5,0.073543535,SSP2,Gini25,0.337325071
10,2035,d4,0.058543905,SSP1,Gini25,0.388085925
3,2035,d5,0.078199397,SSP2,Gini25,0.291677076
18,2035,d6,0.082687857,SSP2,Gini25,0.342752409
25,2035,d3,0.060623002,SSP2,Gini25,0.311738617
12,2035,d1,0.040784004,SSP5,Gini25,0.255314825
25,2035,d3,0.060623002,SSP4,Gini25,0.311738617
24,2035,d5,0.046949983,SSP5,Gini25,0.55072476
15,2035,d2,0.04335669,SSP2,Gini25,0.367310243
21,2035,d4,0.058938615,SSP2,Gini25,0.376354027
14,2035,d4,0.072812815,SSP3,Gini25,0.266368527
3,2035,d7,0.096642972,SSP3,Gini25,0.294089822
10,2035,d5,0.070341812,SSP2,Gini25,0.399290465
18,2035,d6,0.082687857,SSP4,Gini25,0.342752409
27,2035,d3,0.057241973,SSP5,Gini25,0.337325071
32,2035,d4,0.053650151,SSP5,Gini25,0.425404798
13,2035,d1,0.038233732,SSP2,Gini25,0.27571861
21,2035,d5,0.067184948,SSP3,Gini25,0.37924516
9,2035,d8,0.125349342,SSP4,Gini25,0.513412363
31,2035,d2,0.045710499,SSP3,Gini25,0.349213957
27,2035,d4,0.065386123,SSP1,Gini25,0.337325071
9,2035,d7,0.087611033,SSP1,Gini25,0.465672868
22,2035,d10,0.240054962,SSP2,Gini25,0.265755959
25,2035,d2,0.051133858,SSP5,Gini25,0.311738617
11,2035,d1,0.032800182,SSP1,Gini25,0.324297033
9,2035,d8,0.117934863,SSP2,Gini25,0.479075759
17,2035,d9,0.150324595,SSP3,Gini25,0.423297833
3,2035,d3,0.063841514,SSP5,Gini25,0.289722104
14,2035,d3,0.066687108,SSP2,Gini25,0.262611073
20,2035,d3,0.048673442,SSP2,Gini25,0.398615929
3,2035,d4,0.071129727,SSP1,Gini25,0.290000677
7,2035,d4,0.054108066,SSP1,Gini25,0.422084696
15,2035,d2,0.043362747,SSP4,Gini25,0.367146002
21,2035,d4,0.059098053,SSP1,Gini25,0.374804897
24,2035,d6,0.059594034,SSP4,Gini25,0.55072476
24,2035,d6,0.059594034,SSP2,Gini25,0.55072476
26,2035,d4,0.053675448,SSP1,Gini25,0.419950127
29,2035,d6,0.079280652,SSP1,Gini25,0.430417216
7,2035,d5,0.06380843,SSP2,Gini25,0.422084696
25,2035,d3,0.060623002,SSP1,Gini25,0.311738617
27,2035,d7,0.09436871,SSP3,Gini25,0.337325071
20,2035,d2,0.039590986,SSP5,Gini25,0.398615929
20,2035,d3,0.048673442,SSP4,Gini25,0.398615929
15,2035,d2,0.043414359,SSP1,Gini25,0.366910586
5,2035,d10,0.334954335,SSP5,Gini25,0.416309798
29,2035,d7,0.10766474,SSP4,Gini25,0.47492565
7,2035,d5,0.06380843,SSP4,Gini25,0.422084696
32,2035,d5,0.063185506,SSP1,Gini25,0.425404798
3,2035,d6,0.086477675,SSP4,Gini25,0.292834701
11,2035,d2,0.049023594,SSP3,Gini25,0.324297033
14,2035,d3,0.067077235,SSP4,Gini25,0.259887439
32,2035,d6,0.074434782,SSP4,Gini25,0.425404798
10,2035,d5,0.067423144,SSP4,Gini25,0.432652574
21,2035,d3,0.052010081,SSP5,Gini25,0.368301229
32,2035,d6,0.074434782,SSP2,Gini25,0.425404798
13,2035,d1,0.038232833,SSP4,Gini25,0.27587325
3,2035,d6,0.086599145,SSP2,Gini25,0.291677076
13,2035,d1,0.038416919,SSP1,Gini25,0.274634797
14,2035,d5,0.079290224,SSP3,Gini25,0.266368527
7,2035,d6,0.075217123,SSP3,Gini25,0.422084696
26,2035,d5,0.064375064,SSP2,Gini25,0.424817939
20,2035,d4,0.057209387,SSP3,Gini25,0.398615929
17,2035,d7,0.089488056,SSP5,Gini25,0.423297833
26,2035,d5,0.065013713,SSP4,Gini25,0.432389586
14,2035,d2,0.058894784,SSP1,Gini25,0.254813877
26,2035,d6,0.076976898,SSP3,Gini25,0.429759811
25,2035,d4,0.068816827,SSP3,Gini25,0.311738617
27,2035,d6,0.082740067,SSP4,Gini25,0.337325071
18,2035,d5,0.073132954,SSP1,Gini25,0.342752409
27,2035,d6,0.082740067,SSP2,Gini25,0.337325071
10,2035,d6,0.079293254,SSP3,Gini25,0.42443243
15,2035,d3,0.052829991,SSP3,Gini25,0.367330584
30,2035,d1,0.043854519,SSP2,Gini25,0.228737838
32,2035,d7,0.089190836,SSP3,Gini25,0.425404798
21,2035,d5,0.066959548,SSP4,Gini25,0.381464873
25,2035,d4,0.068816827,SSP2,Gini25,0.311738617
21,2035,d5,0.067412231,SSP2,Gini25,0.376354027
18,2035,d4,0.064678184,SSP5,Gini25,0.342752409
18,2035,d8,0.111819341,SSP3,Gini25,0.342752409
25,2035,d4,0.068816827,SSP4,Gini25,0.311738617
18,2035,d7,0.094751633,SSP2,Gini25,0.342752409
3,2035,d8,0.112408535,SSP3,Gini25,0.294089822
13,2035,d1,0.038498187,SSP5,Gini25,0.274376318
3,2035,d5,0.078716865,SSP1,Gini25,0.290000677
30,2035,d1,0.043854519,SSP4,Gini25,0.228737838
14,2035,d4,0.073178145,SSP2,Gini25,0.262611073
10,2035,d5,0.068851428,SSP1,Gini25,0.388085925
27,2035,d5,0.073543535,SSP1,Gini25,0.337325071
18,2035,d7,0.094751633,SSP4,Gini25,0.342752409
27,2035,d4,0.065386123,SSP5,Gini25,0.337325071
10,2035,d4,0.057878161,SSP5,Gini25,0.388111878
9,2035,d7,0.088374679,SSP5,Gini25,0.461777944
31,2035,d2,0.045710499,SSP4,Gini25,0.349213957
3,2035,d4,0.071141802,SSP5,Gini25,0.289722104
7,2035,d4,0.054108066,SSP5,Gini25,0.422084696
24,2035,d6,0.059594034,SSP1,Gini25,0.55072476
15,2035,d2,0.043437172,SSP5,Gini25,0.36668043
14,2035,d6,0.088089905,SSP3,Gini25,0.266368527
20,2035,d3,0.048673442,SSP1,Gini25,0.398615929
21,2035,d6,0.076831623,SSP3,Gini25,0.37924516
29,2035,d7,0.103703753,SSP2,Gini25,0.439800183
14,2035,d4,0.073377054,SSP4,Gini25,0.259887439
29,2035,d6,0.080421801,SSP5,Gini25,0.424305124
31,2035,d2,0.045710499,SSP2,Gini25,0.349213957
3,2035,d7,0.09687157,SSP4,Gini25,0.292834701
21,2035,d5,0.067474296,SSP1,Gini25,0.374804897
4,2035,d10,0.358485212,SSP1,Gini25,0.438040602
17,2035,d8,0.110985651,SSP1,Gini25,0.423297833
26,2035,d4,0.054209598,SSP5,Gini25,0.418045746
32,2035,d5,0.063185506,SSP5,Gini25,0.425404798
3,2035,d7,0.096983619,SSP2,Gini25,0.291677076
25,2035,d4,0.068816827,SSP1,Gini25,0.311738617
15,2035,d3,0.052841196,SSP2,Gini25,0.367310243
11,2035,d1,0.032800182,SSP5,Gini25,0.324297033
10,2035,d6,0.077973882,SSP4,Gini25,0.432652574
24,2035,d7,0.077204522,SSP3,Gini25,0.55072476
10,2035,d6,0.080781583,SSP2,Gini25,0.399290465
15,2035,d3,0.052777383,SSP4,Gini25,0.367146002
25,2035,d5,0.07687416,SSP3,Gini25,0.311738617
25,2035,d3,0.060623002,SSP5,Gini25,0.311738617
21,2035,d4,0.060143528,SSP5,Gini25,0.368301229
20,2035,d4,0.057209387,SSP2,Gini25,0.398615929
10,2035,d7,0.103415539,SSP3,Gini25,0.42443243
7,2035,d5,0.06380843,SSP1,Gini25,0.422084696
31,2035,d3,0.055243973,SSP3,Gini25,0.349213957
11,2035,d2,0.049023594,SSP2,Gini25,0.324297033
27,2035,d8,0.110880756,SSP3,Gini25,0.337325071
7,2035,d6,0.075217123,SSP2,Gini25,0.422084696
18,2035,d6,0.082687857,SSP1,Gini25,0.342752409
25,2035,d5,0.07687416,SSP2,Gini25,0.311738617
20,2035,d4,0.057209387,SSP4,Gini25,0.398615929
22,2035,d10,0.240054962,SSP1,Gini25,0.265755959
14,2035,d5,0.080021519,SSP2,Gini25,0.262611073
14,2035,d2,0.059534164,SSP5,Gini25,0.250454135
27,2035,d7,0.09436871,SSP4,Gini25,0.337325071
25,2035,d5,0.07687416,SSP4,Gini25,0.311738617
7,2035,d6,0.075217123,SSP4,Gini25,0.422084696
27,2035,d7,0.09436871,SSP2,Gini25,0.337325071
32,2035,d6,0.074434782,SSP1,Gini25,0.425404798
24,2035,d6,0.059594034,SSP5,Gini25,0.55072476
3,2035,d6,0.086766426,SSP1,Gini25,0.290000677
14,2035,d3,0.067378406,SSP1,Gini25,0.254813877
20,2035,d5,0.06618347,SSP3,Gini25,0.398615929
17,2035,d9,0.150324595,SSP4,Gini25,0.423297833
21,2035,d6,0.076949846,SSP2,Gini25,0.376354027
26,2035,d6,0.076761939,SSP4,Gini25,0.432389586
18,2035,d5,0.073132954,SSP5,Gini25,0.342752409
11,2035,d3,0.058672457,SSP3,Gini25,0.324297033
14,2035,d5,0.080533403,SSP4,Gini25,0.259887439
3,2035,d5,0.078812732,SSP5,Gini25,0.289722104
32,2035,d7,0.089190836,SSP4,Gini25,0.425404798
11,2035,d2,0.049023594,SSP4,Gini25,0.324297033
26,2035,d5,0.064905384,SSP1,Gini25,0.419950127
32,2035,d7,0.089190836,SSP2,Gini25,0.425404798
21,2035,d6,0.076437188,SSP4,Gini25,0.381464873
17,2035,d9,0.150324595,SSP2,Gini25,0.423297833
7,2035,d7,0.090102852,SSP3,Gini25,0.422084696
27,2035,d5,0.073543535,SSP5,Gini25,0.337325071
27,2035,d6,0.082740067,SSP1,Gini25,0.337325071
20,2035,d3,0.048673442,SSP5,Gini25,0.398615929
15,2035,d4,0.061341924,SSP3,Gini25,0.367330584
31,2035,d2,0.045710499,SSP1,Gini25,0.349213957
9,2035,d8,0.115268875,SSP1,Gini25,0.465672868
1,2035,d1,0.024617393,SSP3,Gini25,0.398044831
29,2035,d8,0.138492857,SSP3,Gini25,0.445602325
29,2035,d7,0.102676356,SSP1,Gini25,0.430417216
18,2035,d8,0.111819341,SSP2,Gini25,0.342752409
1,2035,d1,0.024617393,SSP2,Gini25,0.398044831
21,2035,d6,0.07662031,SSP1,Gini25,0.374804897
25,2035,d5,0.07687416,SSP1,Gini25,0.311738617
3,2035,d8,0.112431576,SSP4,Gini25,0.292834701
26,2035,d7,0.094939386,SSP3,Gini25,0.429759811
19,2035,d1,0.037558916,SSP3,Gini25,0.282284507
21,2035,d7,0.090446146,SSP3,Gini25,0.37924516
10,2035,d5,0.067183927,SSP5,Gini25,0.388111878
14,2035,d6,0.088622353,SSP2,Gini25,0.262611073
3,2035,d8,0.11252098,SSP2,Gini25,0.291677076
17,2035,d8,0.110985651,SSP5,Gini25,0.423297833
23,2035,d1,0.036745254,SSP3,Gini25,0.290068817
30,2035,d2,0.062524489,SSP3,Gini25,0.228737838
18,2035,d8,0.111819341,SSP4,Gini25,0.342752409
24,2035,d7,0.077204522,SSP4,Gini25,0.55072476
24,2035,d7,0.077204522,SSP2,Gini25,0.55072476
26,2035,d6,0.077741103,SSP2,Gini25,0.424817939
25,2035,d6,0.085802049,SSP3,Gini25,0.311738617
10,2035,d6,0.080996906,SSP1,Gini25,0.388085925
7,2035,d5,0.06380843,SSP5,Gini25,0.422084696
20,2035,d4,0.057209387,SSP1,Gini25,0.398615929
32,2035,d8,0.110748689,SSP3,Gini25,0.425404798
14,2035,d6,0.089253229,SSP4,Gini25,0.259887439
15,2035,d3,0.052970494,SSP1,Gini25,0.366910586
19,2035,d1,0.037558916,SSP2,Gini25,0.282284507
21,2035,d5,0.06793729,SSP5,Gini25,0.368301229
30,2035,d1,0.043854519,SSP1,Gini25,0.228737838
3,2035,d9,0.144621485,SSP3,Gini25,0.294089822
14,2035,d4,0.074309613,SSP1,Gini25,0.254813877
4,2035,d10,0.354974669,SSP5,Gini25,0.43761823
25,2035,d6,0.085802049,SSP2,Gini25,0.311738617
25,2035,d4,0.068816827,SSP5,Gini25,0.311738617
3,2035,d7,0.097180814,SSP1,Gini25,0.290000677
25,2035,d6,0.085802049,SSP4,Gini25,0.311738617
14,2035,d7,0.099502458,SSP3,Gini25,0.266368527
32,2035,d6,0.074434782,SSP5,Gini25,0.425404798
3,2035,d6,0.086792079,SSP5,Gini25,0.289722104
31,2035,d3,0.055243973,SSP4,Gini25,0.349213957
22,2035,d10,0.240054962,SSP5,Gini25,0.265755959
29,2035,d8,0.137901731,SSP4,Gini25,0.47492565
1,2035,d1,0.024617393,SSP1,Gini25,0.398044831
20,2035,d5,0.06618347,SSP2,Gini25,0.398615929
9,2035,d9,0.176903877,SSP3,Gini25,0.49093039
18,2035,d7,0.094751633,SSP1,Gini25,0.342752409
10,2035,d7,0.105523846,SSP4,Gini25,0.432652574
15,2035,d4,0.061380318,SSP2,Gini25,0.367310243
31,2035,d3,0.055243973,SSP2,Gini25,0.349213957
31,2035,d4,0.063829604,SSP3,Gini25,0.349213957
18,2035,d9,0.142776604,SSP3,Gini25,0.342752409
18,2035,d6,0.082687857,SSP5,Gini25,0.342752409
1,2035,d1,0.024617393,SSP4,Gini25,0.398044831
29,2035,d7,0.102130226,SSP5,Gini25,0.424305124
15,2035,d4,0.061376946,SSP4,Gini25,0.367146002
14,2035,d3,0.067692828,SSP5,Gini25,0.250454135
20,2035,d5,0.06618347,SSP4,Gini25,0.398615929
21,2035,d7,0.090715016,SSP2,Gini25,0.376354027
23,2035,d1,0.036745254,SSP2,Gini25,0.290068817
26,2035,d5,0.065079609,SSP5,Gini25,0.418045746
15,2035,d5,0.070217969,SSP3,Gini25,0.367330584
31,2035,d2,0.045710499,SSP5,Gini25,0.349213957
7,2035,d6,0.075217123,SSP1,Gini25,0.422084696
20,2035,d6,0.076653231,SSP3,Gini25,0.398615929
27,2035,d6,0.082740067,SSP5,Gini25,0.337325071
11,2035,d4,0.067158574,SSP3,Gini25,0.324297033
27,2035,d8,0.110880756,SSP4,Gini25,0.337325071
10,2035,d7,0.107265027,SSP2,Gini25,0.399290465
27,2035,d8,0.110880756,SSP2,Gini25,0.337325071
21,2035,d7,0.090562957,SSP4,Gini25,0.381464873
27,2035,d7,0.09436871,SSP1,Gini25,0.337325071
11,2035,d3,0.058672457,SSP2,Gini25,0.324297033
19,2035,d1,0.037558916,SSP1,Gini25,0.282284507
7,2035,d7,0.090102852,SSP2,Gini25,0.422084696
1,2035,d1,0.024617393,SSP5,Gini25,0.398044831
25,2035,d6,0.085802049,SSP1,Gini25,0.311738617
9,2035,d8,0.114961999,SSP5,Gini25,0.461777944
7,2035,d7,0.090102852,SSP4,Gini25,0.422084696
32,2035,d7,0.089190836,SSP1,Gini25,0.425404798
14,2035,d5,0.08155434,SSP1,Gini25,0.254813877
24,2035,d7,0.077204522,SSP1,Gini25,0.55072476
19,2035,d1,0.037558916,SSP4,Gini25,0.282284507
26,2035,d7,0.095566005,SSP4,Gini25,0.432389586
23,2035,d1,0.036745254,SSP4,Gini25,0.290068817
20,2035,d4,0.057209387,SSP5,Gini25,0.398615929
21,2035,d7,0.09089321,SSP1,Gini25,0.374804897
15,2035,d3,0.052994465,SSP5,Gini25,0.36668043
11,2035,d3,0.058672457,SSP4,Gini25,0.324297033
15,2035,d4,0.061459245,SSP1,Gini25,0.366910586
25,2035,d7,0.096864766,SSP3,Gini25,0.311738617
12,2035,d2,0.056351701,SSP3,Gini25,0.259803965
11,2035,d2,0.049023594,SSP1,Gini25,0.324297033
3,2035,d7,0.097217123,SSP5,Gini25,0.289722104
25,2035,d5,0.07687416,SSP5,Gini25,0.311738617
10,2035,d6,0.080169983,SSP5,Gini25,0.388111878
21,2035,d6,0.078729277,SSP5,Gini25,0.368301229
29,2035,d8,0.137470509,SSP2,Gini25,0.439800183
30,2035,d3,0.072222695,SSP3,Gini25,0.228737838
25,2035,d7,0.096864766,SSP2,Gini25,0.311738617
25,2035,d7,0.096864766,SSP4,Gini25,0.311738617
30,2035,d2,0.062524489,SSP2,Gini25,0.228737838
27,2035,d9,0.141244622,SSP3,Gini25,0.337325071
26,2035,d6,0.078357374,SSP1,Gini25,0.419950127
3,2035,d8,0.112217161,SSP1,Gini25,0.290000677
31,2035,d3,0.055243973,SSP1,Gini25,0.349213957
21,2035,d8,0.114520473,SSP3,Gini25,0.37924516
15,2035,d5,0.070258082,SSP4,Gini25,0.367146002
20,2035,d5,0.06618347,SSP1,Gini25,0.398615929
32,2035,d8,0.110748689,SSP4,Gini25,0.425404798
14,2035,d4,0.075127554,SSP5,Gini25,0.250454135
32,2035,d8,0.110748689,SSP2,Gini25,0.425404798
19,2035,d1,0.037558916,SSP5,Gini25,0.282284507
15,2035,d6,0.080361003,SSP3,Gini25,0.367330584
9,2035,d9,0.169691211,SSP4,Gini25,0.513412363
8,2035,d1,0.039156024,SSP1,Gini25,0.266092053
17,2035,d9,0.150324595,SSP1,Gini25,0.423297833
7,2035,d8,0.111720438,SSP3,Gini25,0.422084696
30,2035,d1,0.043854519,SSP5,Gini25,0.228737838
26,2035,d7,0.094628158,SSP2,Gini25,0.424817939
14,2035,d7,0.099652654,SSP2,Gini25,0.262611073
7,2035,d6,0.075217123,SSP5,Gini25,0.422084696
26,2035,d8,0.119499934,SSP3,Gini25,0.429759811
31,2035,d4,0.063829604,SSP4,Gini25,0.349213957
31,2035,d5,0.072558242,SSP3,Gini25,0.349213957
24,2035,d7,0.077204522,SSP5,Gini25,0.55072476
14,2035,d6,0.090136659,SSP1,Gini25,0.254813877
3,2035,d9,0.143205543,SSP4,Gini25,0.292834701
14,2035,d8,0.115719438,SSP3,Gini25,0.266368527
30,2035,d2,0.062524489,SSP4,Gini25,0.228737838
29,2035,d9,0.16862318,SSP4,Gini25,0.47492565
15,2035,d5,0.070231958,SSP2,Gini25,0.367310243
24,2035,d8,0.10433104,SSP3,Gini25,0.55072476
18,2035,d7,0.094751633,SSP5,Gini25,0.342752409
20,2035,d6,0.076653231,SSP2,Gini25,0.398615929
11,2035,d5,0.07562271,SSP3,Gini25,0.324297033
8,2035,d1,0.039156024,SSP2,Gini25,0.266092053
23,2035,d1,0.036745254,SSP1,Gini25,0.290068817
3,2035,d9,0.14214997,SSP2,Gini25,0.291677076
31,2035,d4,0.063829604,SSP2,Gini25,0.349213957
14,2035,d7,0.09993113,SSP4,Gini25,0.259887439
27,2035,d7,0.09436871,SSP5,Gini25,0.337325071
9,2035,d9,0.178194543,SSP2,Gini25,0.479075759
13,2035,d2,0.053164408,SSP3,Gini25,0.276466554
20,2035,d6,0.076653231,SSP4,Gini25,0.398615929
32,2035,d7,0.089190836,SSP5,Gini25,0.425404798
18,2035,d8,0.111819341,SSP1,Gini25,0.342752409
8,2035,d1,0.039156024,SSP3,Gini25,0.266092053
25,2035,d7,0.096864766,SSP1,Gini25,0.311738617
18,2035,d9,0.142776604,SSP2,Gini25,0.342752409
11,2035,d4,0.067158574,SSP2,Gini25,0.324297033
8,2035,d1,0.039156024,SSP4,Gini25,0.266092053
12,2035,d2,0.056816489,SSP2,Gini25,0.257099754
21,2035,d8,0.115210836,SSP2,Gini25,0.376354027
15,2035,d4,0.061485878,SSP5,Gini25,0.36668043
13,2035,d2,0.05352052,SSP2,Gini25,0.27571861
20,2035,d7,0.09029586,SSP3,Gini25,0.398615929
14,2035,d5,0.082435507,SSP5,Gini25,0.250454135
29,2035,d9,0.166752007,SSP3,Gini25,0.445602325
25,2035,d6,0.085802049,SSP5,Gini25,0.311738617
30,2035,d4,0.079890199,SSP3,Gini25,0.228737838
18,2035,d9,0.142776604,SSP4,Gini25,0.342752409
27,2035,d8,0.110880756,SSP1,Gini25,0.337325071
7,2035,d7,0.090102852,SSP1,Gini25,0.422084696
21,2035,d8,0.115298648,SSP4,Gini25,0.381464873
12,2035,d2,0.05657378,SSP4,Gini25,0.258499012
12,2035,d2,0.057059025,SSP1,Gini25,0.25591281
31,2035,d3,0.055243973,SSP5,Gini25,0.349213957
11,2035,d4,0.067158574,SSP4,Gini25,0.324297033
15,2035,d6,0.080379731,SSP4,Gini25,0.367146002
6,2035,d1,0.037183984,SSP3,Gini25,0.285405121
3,2035,d8,0.112159468,SSP5,Gini25,0.289722104
26,2035,d6,0.078629175,SSP5,Gini25,0.418045746
20,2035,d5,0.06618347,SSP5,Gini25,0.398615929
10,2035,d7,0.107908306,SSP1,Gini25,0.388085925
15,2035,d5,0.07019596,SSP1,Gini25,0.366910586
25,2035,d8,0.112256884,SSP3,Gini25,0.311738617
21,2035,d7,0.092820162,SSP5,Gini25,0.368301229
6,2035,d1,0.037183984,SSP2,Gini25,0.285405121
15,2035,d7,0.093180425,SSP3,Gini25,0.367330584
21,2035,d8,0.114903087,SSP1,Gini25,0.374804897
11,2035,d2,0.049023594,SSP5,Gini25,0.324297033
29,2035,d8,0.134969153,SSP1,Gini25,0.430417216
8,2035,d1,0.039156024,SSP5,Gini25,0.266092053
12,2035,d3,0.066365885,SSP3,Gini25,0.259803965
15,2035,d6,0.080270893,SSP2,Gini25,0.367310243
25,2035,d8,0.112256884,SSP2,Gini25,0.311738617
30,2035,d3,0.072222695,SSP2,Gini25,0.228737838
25,2035,d8,0.112256884,SSP4,Gini25,0.311738617
31,2035,d4,0.063829604,SSP1,Gini25,0.349213957
17,2035,d9,0.150324595,SSP5,Gini25,0.423297833
10,2035,d8,0.143046206,SSP3,Gini25,0.42443243
13,2035,d2,0.05323021,SSP4,Gini25,0.27587325
24,2035,d8,0.10433104,SSP4,Gini25,0.55072476
24,2035,d8,0.10433104,SSP2,Gini25,0.55072476
13,2035,d2,0.053731043,SSP1,Gini25,0.274634797
20,2035,d6,0.076653231,SSP1,Gini25,0.398615929
7,2035,d8,0.111720438,SSP2,Gini25,0.422084696
31,2035,d5,0.072558242,SSP4,Gini25,0.349213957
31,2035,d6,0.082452321,SSP3,Gini25,0.349213957
11,2035,d6,0.085072856,SSP3,Gini25,0.324297033
11,2035,d3,0.058672457,SSP1,Gini25,0.324297033
9,2035,d10,0.382115048,SSP3,Gini25,0.49093039
7,2035,d8,0.111720438,SSP4,Gini25,0.422084696
14,2035,d6,0.090801065,SSP5,Gini25,0.250454135
32,2035,d8,0.110748689,SSP1,Gini25,0.425404798
32,2035,d9,0.150300698,SSP3,Gini25,0.425404798
27,2035,d9,0.141244622,SSP4,Gini25,0.337325071
31,2035,d5,0.072558242,SSP2,Gini25,0.349213957
27,2035,d9,0.141244622,SSP2,Gini25,0.337325071
23,2035,d1,0.036745254,SSP5,Gini25,0.290068817
14,2035,d8,0.115705072,SSP2,Gini25,0.262611073
9,2035,d9,0.17813264,SSP1,Gini25,0.465672868
30,2035,d5,0.086846394,SSP3,Gini25,0.228737838
14,2035,d7,0.100276417,SSP1,Gini25,0.254813877
30,2035,d3,0.072222695,SSP4,Gini25,0.228737838
26,2035,d8,0.118679712,SSP2,Gini25,0.424817939
12,2035,d2,0.05716614,SSP5,Gini25,0.255314825
14,2035,d9,0.162210245,SSP3,Gini25,0.266368527
6,2035,d1,0.037183984,SSP1,Gini25,0.285405121
26,2035,d8,0.12036556,SSP4,Gini25,0.432389586
11,2035,d5,0.07562271,SSP2,Gini25,0.324297033
28,2035,d1,0.042117738,SSP3,Gini25,0.243113394
26,2035,d7,0.094900473,SSP1,Gini25,0.419950127
14,2035,d8,0.115796443,SSP4,Gini25,0.259887439
6,2035,d1,0.037183984,SSP4,Gini25,0.285405121
3,2035,d9,0.14077615,SSP1,Gini25,0.290000677
15,2035,d5,0.070258848,SSP5,Gini25,0.36668043
18,2035,d8,0.111819341,SSP5,Gini25,0.342752409
20,2035,d7,0.09029586,SSP2,Gini25,0.398615929
7,2035,d7,0.090102852,SSP5,Gini25,0.422084696
25,2035,d8,0.112256884,SSP1,Gini25,0.311738617
27,2035,d8,0.110880756,SSP5,Gini25,0.337325071
25,2035,d7,0.096864766,SSP5,Gini25,0.311738617
19,2035,d2,0.054883066,SSP3,Gini25,0.282284507
20,2035,d7,0.09029586,SSP4,Gini25,0.398615929
13,2035,d2,0.053734894,SSP5,Gini25,0.274376318
30,2035,d2,0.062524489,SSP1,Gini25,0.228737838
10,2035,d8,0.137945913,SSP2,Gini25,0.399290465
11,2035,d5,0.07562271,SSP4,Gini25,0.324297033
16,2035,d1,0.04226223,SSP3,Gini25,0.247556062
23,2035,d2,0.053848581,SSP3,Gini25,0.290068817
10,2035,d7,0.108593834,SSP5,Gini25,0.388111878
28,2035,d1,0.042117738,SSP2,Gini25,0.243113394
12,2035,d3,0.066988677,SSP2,Gini25,0.257099754
30,2035,d4,0.079890199,SSP2,Gini25,0.228737838
15,2035,d7,0.093341703,SSP4,Gini25,0.367146002
19,2035,d2,0.054883066,SSP2,Gini25,0.282284507
6,2035,d1,0.037183984,SSP5,Gini25,0.285405121
31,2035,d4,0.063829604,SSP5,Gini25,0.349213957
15,2035,d6,0.080255419,SSP1,Gini25,0.366910586
21,2035,d9,0.163697153,SSP3,Gini25,0.37924516
24,2035,d8,0.10433104,SSP1,Gini25,0.55072476
30,2035,d6,0.094055308,SSP3,Gini25,0.228737838
