GCAM_region_ID,year,category,shares,sce,model,gini
2,2015,d4,0.039595619,SSP2,Gini25,0.53228339
2,2015,d4,0.039554607,SSP1,Gini25,0.532796725
2,2015,d4,0.039650728,SSP4,Gini25,0.531825693
2,2015,d4,0.039655011,SSP3,Gini25,0.531784947
5,2015,d3,0.036395791,SSP2,Gini25,0.479413861
10,2015,d1,0.013402171,SSP4,Gini25,0.410182966
10,2015,d1,0.013425625,SSP1,Gini25,0.40962998
5,2015,d3,0.036413506,SSP5,Gini25,0.479322781
10,2015,d1,0.013532214,SSP5,Gini25,0.408181102
10,2015,d1,0.013441952,SSP3,Gini25,0.410047327
10,2015,d1,0.013529092,SSP2,Gini25,0.408727558
5,2015,d3,0.036400179,SSP3,Gini25,0.479393653
5,2015,d3,0.036408207,SSP4,Gini25,0.479289317
5,2015,d3,0.036399051,SSP1,Gini25,0.479378104
4,2015,d4,0.032625227,SSP2,Gini25,0.574388841
4,2015,d4,0.032730266,SSP4,Gini25,0.573642758
4,2015,d4,0.032644377,SSP1,Gini25,0.57419095
4,2015,d4,0.032707413,SSP3,Gini25,0.573827934
4,2015,d4,0.03262315,SSP5,Gini25,0.574342963
29,2015,d1,0.014031945,SSP4,Gini25,0.475868349
29,2015,d1,0.014018061,SSP5,Gini25,0.475567667
29,2015,d1,0.014022505,SSP3,Gini25,0.47594509
29,2015,d1,0.014025155,SSP1,Gini25,0.475532266
29,2015,d1,0.014023059,SSP2,Gini25,0.475670202
2,2015,d5,0.048990031,SSP5,Gini25,0.532612156
2,2015,d5,0.049031163,SSP2,Gini25,0.53228339
2,2015,d5,0.048959364,SSP1,Gini25,0.532796725
2,2015,d5,0.049095788,SSP4,Gini25,0.531825693
2,2015,d5,0.049094634,SSP3,Gini25,0.531784947
5,2015,d4,0.045610708,SSP2,Gini25,0.479413861
5,2015,d4,0.045576985,SSP5,Gini25,0.479322781
5,2015,d4,0.045589558,SSP1,Gini25,0.479378104
5,2015,d4,0.04559169,SSP3,Gini25,0.479393653
5,2015,d4,0.045605243,SSP4,Gini25,0.479289317
26,2015,d1,0.014287625,SSP4,Gini25,0.485641819
26,2015,d1,0.014298776,SSP1,Gini25,0.485278649
26,2015,d1,0.014308387,SSP3,Gini25,0.485384803
22,2015,d1,0.032580196,SSP4,Gini25,0.316688061
22,2015,d1,0.032580196,SSP1,Gini25,0.316688061
22,2015,d1,0.032580196,SSP5,Gini25,0.316688061
22,2015,d1,0.032580196,SSP2,Gini25,0.316688061
26,2015,d1,0.014311092,SSP5,Gini25,0.485152156
22,2015,d1,0.032580196,SSP3,Gini25,0.316688061
26,2015,d1,0.014323921,SSP2,Gini25,0.485054795
4,2015,d5,0.042285367,SSP2,Gini25,0.574388841
4,2015,d5,0.042298844,SSP5,Gini25,0.574342963
4,2015,d5,0.042403263,SSP4,Gini25,0.573642758
4,2015,d5,0.042313814,SSP1,Gini25,0.57419095
4,2015,d5,0.042368463,SSP3,Gini25,0.573827934
2,2015,d6,0.060080195,SSP5,Gini25,0.532612156
2,2015,d6,0.060116221,SSP2,Gini25,0.53228339
2,2015,d6,0.060110277,SSP1,Gini25,0.532796725
2,2015,d6,0.060250186,SSP4,Gini25,0.531825693
2,2015,d6,0.060212586,SSP3,Gini25,0.531784947
17,2015,d2,0.027190853,SSP1,Gini25,0.493857304
17,2015,d2,0.027190853,SSP5,Gini25,0.493857304
17,2015,d2,0.027190853,SSP3,Gini25,0.493857304
17,2015,d2,0.027190853,SSP4,Gini25,0.493857304
17,2015,d2,0.027190853,SSP2,Gini25,0.493857304
5,2015,d5,0.055766434,SSP5,Gini25,0.479322781
5,2015,d5,0.055759657,SSP4,Gini25,0.479289317
5,2015,d5,0.055742646,SSP1,Gini25,0.479378104
5,2015,d5,0.055728495,SSP2,Gini25,0.479413861
5,2015,d5,0.05572656,SSP3,Gini25,0.479393653
18,2015,d1,0.022996293,SSP3,Gini25,0.405839854
18,2015,d1,0.022996293,SSP2,Gini25,0.405839854
18,2015,d1,0.022996293,SSP1,Gini25,0.405839854
18,2015,d1,0.022996293,SSP5,Gini25,0.405839854
18,2015,d1,0.022996293,SSP4,Gini25,0.405839854
24,2015,d2,0.010637334,SSP2,Gini25,0.638829716
24,2015,d2,0.010637334,SSP1,Gini25,0.638829716
24,2015,d2,0.010637334,SSP5,Gini25,0.638829716
24,2015,d2,0.010637334,SSP4,Gini25,0.638829716
24,2015,d2,0.010637334,SSP3,Gini25,0.638829716
2,2015,d7,0.075884003,SSP5,Gini25,0.532612156
2,2015,d7,0.075912772,SSP2,Gini25,0.53228339
2,2015,d7,0.075922081,SSP1,Gini25,0.532796725
2,2015,d7,0.076078139,SSP4,Gini25,0.531825693
2,2015,d7,0.076013227,SSP3,Gini25,0.531784947
4,2015,d6,0.055610884,SSP2,Gini25,0.574388841
4,2015,d6,0.055745417,SSP4,Gini25,0.573642758
4,2015,d6,0.055745596,SSP1,Gini25,0.57419095
4,2015,d6,0.055653195,SSP3,Gini25,0.573827934
4,2015,d6,0.055727302,SSP5,Gini25,0.574342963
22,2015,d2,0.049271141,SSP4,Gini25,0.316688061
22,2015,d2,0.049271141,SSP1,Gini25,0.316688061
22,2015,d2,0.049271141,SSP5,Gini25,0.316688061
22,2015,d2,0.049271141,SSP2,Gini25,0.316688061
22,2015,d2,0.049271141,SSP3,Gini25,0.316688061
5,2015,d6,0.069526227,SSP5,Gini25,0.479322781
5,2015,d6,0.069508455,SSP4,Gini25,0.479289317
5,2015,d6,0.069499303,SSP1,Gini25,0.479378104
5,2015,d6,0.069513234,SSP2,Gini25,0.479413861
5,2015,d6,0.069494811,SSP3,Gini25,0.479393653
29,2015,d2,0.025762512,SSP4,Gini25,0.475868349
29,2015,d2,0.025797352,SSP5,Gini25,0.475567667
29,2015,d2,0.025759381,SSP3,Gini25,0.47594509
29,2015,d2,0.025803328,SSP1,Gini25,0.475532266
29,2015,d2,0.025792305,SSP2,Gini25,0.475670202
17,2015,d3,0.035701804,SSP1,Gini25,0.493857304
17,2015,d3,0.035701804,SSP5,Gini25,0.493857304
17,2015,d3,0.035701804,SSP3,Gini25,0.493857304
17,2015,d3,0.035701804,SSP4,Gini25,0.493857304
17,2015,d3,0.035701804,SSP2,Gini25,0.493857304
9,2015,d2,0.020193939,SSP4,Gini25,0.53543736
9,2015,d2,0.020153367,SSP2,Gini25,0.535638753
9,2015,d2,0.020149668,SSP5,Gini25,0.535299542
9,2015,d2,0.020157921,SSP3,Gini25,0.53580559
9,2015,d2,0.020116447,SSP1,Gini25,0.535468989
2,2015,d8,0.099893585,SSP5,Gini25,0.532612156
2,2015,d8,0.099985362,SSP2,Gini25,0.53228339
2,2015,d8,0.099961476,SSP1,Gini25,0.532796725
2,2015,d8,0.100188903,SSP4,Gini25,0.531825693
2,2015,d8,0.100099392,SSP3,Gini25,0.531784947
32,2015,d1,0.014569928,SSP5,Gini25,0.498532087
32,2015,d1,0.014569928,SSP1,Gini25,0.498532087
32,2015,d1,0.014569928,SSP4,Gini25,0.498532087
32,2015,d1,0.014569928,SSP2,Gini25,0.498532087
32,2015,d1,0.014569928,SSP3,Gini25,0.498532087
27,2015,d1,0.02467307,SSP5,Gini25,0.398789728
27,2015,d1,0.02467307,SSP3,Gini25,0.398789728
27,2015,d1,0.02467307,SSP4,Gini25,0.398789728
27,2015,d1,0.02467307,SSP1,Gini25,0.398789728
27,2015,d1,0.02467307,SSP2,Gini25,0.398789728
22,2015,d3,0.059333277,SSP4,Gini25,0.316688061
22,2015,d3,0.059333277,SSP1,Gini25,0.316688061
22,2015,d3,0.059333277,SSP5,Gini25,0.316688061
22,2015,d3,0.059333277,SSP2,Gini25,0.316688061
22,2015,d3,0.059333277,SSP3,Gini25,0.316688061
10,2015,d2,0.023519856,SSP2,Gini25,0.408727558
10,2015,d2,0.023275103,SSP3,Gini25,0.410047327
10,2015,d2,0.02322651,SSP4,Gini25,0.410182966
10,2015,d2,0.023293895,SSP1,Gini25,0.40962998
5,2015,d7,0.087637639,SSP5,Gini25,0.479322781
5,2015,d7,0.087623296,SSP4,Gini25,0.479289317
5,2015,d7,0.087619604,SSP1,Gini25,0.479378104
5,2015,d7,0.087607737,SSP2,Gini25,0.479413861
5,2015,d7,0.087598561,SSP3,Gini25,0.479393653
7,2015,d1,0.014878664,SSP2,Gini25,0.493974941
7,2015,d1,0.014878664,SSP3,Gini25,0.493974941
7,2015,d1,0.014878664,SSP1,Gini25,0.493974941
7,2015,d1,0.014878664,SSP4,Gini25,0.493974941
7,2015,d1,0.014878664,SSP5,Gini25,0.493974941
4,2015,d7,0.076169217,SSP2,Gini25,0.574388841
4,2015,d7,0.076310602,SSP4,Gini25,0.573642758
4,2015,d7,0.076236323,SSP1,Gini25,0.57419095
4,2015,d7,0.076247411,SSP3,Gini25,0.573827934
4,2015,d7,0.076230888,SSP5,Gini25,0.574342963
17,2015,d4,0.044473152,SSP1,Gini25,0.493857304
17,2015,d4,0.044473152,SSP5,Gini25,0.493857304
17,2015,d4,0.044473152,SSP3,Gini25,0.493857304
17,2015,d4,0.044473152,SSP4,Gini25,0.493857304
17,2015,d4,0.044473152,SSP2,Gini25,0.493857304
21,2015,d1,0.019522573,SSP5,Gini25,0.441439198
21,2015,d1,0.019579333,SSP3,Gini25,0.440852896
21,2015,d1,0.019551229,SSP2,Gini25,0.441151942
21,2015,d1,0.019575589,SSP4,Gini25,0.440819264
21,2015,d1,0.019561232,SSP1,Gini25,0.441003272
22,2015,d4,0.068209137,SSP4,Gini25,0.316688061
22,2015,d4,0.068209137,SSP1,Gini25,0.316688061
22,2015,d4,0.068209137,SSP5,Gini25,0.316688061
22,2015,d4,0.068209137,SSP2,Gini25,0.316688061
22,2015,d4,0.068209137,SSP3,Gini25,0.316688061
10,2015,d2,0.023555457,SSP5,Gini25,0.408181102
9,2015,d3,0.027013394,SSP4,Gini25,0.53543736
9,2015,d3,0.026942244,SSP2,Gini25,0.535638753
9,2015,d3,0.026956264,SSP5,Gini25,0.535299542
9,2015,d3,0.026950316,SSP3,Gini25,0.53580559
9,2015,d3,0.026955461,SSP1,Gini25,0.535468989
24,2015,d3,0.017129965,SSP2,Gini25,0.638829716
24,2015,d3,0.017129965,SSP1,Gini25,0.638829716
24,2015,d3,0.017129965,SSP5,Gini25,0.638829716
24,2015,d3,0.017129965,SSP4,Gini25,0.638829716
24,2015,d3,0.017129965,SSP3,Gini25,0.638829716
18,2015,d2,0.037223962,SSP3,Gini25,0.405839854
18,2015,d2,0.037223962,SSP2,Gini25,0.405839854
18,2015,d2,0.037223962,SSP1,Gini25,0.405839854
18,2015,d2,0.037223962,SSP5,Gini25,0.405839854
18,2015,d2,0.037223962,SSP4,Gini25,0.405839854
2,2015,d9,0.143693933,SSP2,Gini25,0.53228339
2,2015,d9,0.143747035,SSP3,Gini25,0.531784947
2,2015,d9,0.143647236,SSP4,Gini25,0.531825693
2,2015,d9,0.143660089,SSP1,Gini25,0.532796725
2,2015,d9,0.143708651,SSP5,Gini25,0.532612156
22,2015,d5,0.077067037,SSP4,Gini25,0.316688061
22,2015,d5,0.077067037,SSP1,Gini25,0.316688061
22,2015,d5,0.077067037,SSP5,Gini25,0.316688061
22,2015,d5,0.077067037,SSP2,Gini25,0.316688061
22,2015,d5,0.077067037,SSP3,Gini25,0.316688061
5,2015,d8,0.117567297,SSP2,Gini25,0.479413861
5,2015,d8,0.117613665,SSP5,Gini25,0.479322781
5,2015,d8,0.117646474,SSP1,Gini25,0.479378104
5,2015,d8,0.117554114,SSP3,Gini25,0.479393653
5,2015,d8,0.117575245,SSP4,Gini25,0.479289317
3,2015,d1,0.032118096,SSP1,Gini25,0.341510543
3,2015,d1,0.032121973,SSP2,Gini25,0.341547389
3,2015,d1,0.032118675,SSP4,Gini25,0.341495869
3,2015,d1,0.032117482,SSP5,Gini25,0.341498909
3,2015,d1,0.032123291,SSP3,Gini25,0.341621013
26,2015,d2,0.024797868,SSP4,Gini25,0.485641819
26,2015,d2,0.024873083,SSP1,Gini25,0.485278649
26,2015,d2,0.024858737,SSP3,Gini25,0.485384803
26,2015,d2,0.024919442,SSP5,Gini25,0.485152156
26,2015,d2,0.024922111,SSP2,Gini25,0.485054795
17,2015,d5,0.054294503,SSP1,Gini25,0.493857304
17,2015,d5,0.054294503,SSP5,Gini25,0.493857304
17,2015,d5,0.054294503,SSP3,Gini25,0.493857304
17,2015,d5,0.054294503,SSP4,Gini25,0.493857304
17,2015,d5,0.054294503,SSP2,Gini25,0.493857304
29,2015,d3,0.032979082,SSP4,Gini25,0.475868349
29,2015,d3,0.033072753,SSP5,Gini25,0.475567667
29,2015,d3,0.032990044,SSP3,Gini25,0.47594509
29,2015,d3,0.033075813,SSP1,Gini25,0.475532266
29,2015,d3,0.033059946,SSP2,Gini25,0.475670202
9,2015,d4,0.036659691,SSP4,Gini25,0.53543736
9,2015,d4,0.036718198,SSP5,Gini25,0.535299542
9,2015,d4,0.036647731,SSP2,Gini25,0.535638753
9,2015,d4,0.03668583,SSP1,Gini25,0.535468989
9,2015,d4,0.03660815,SSP3,Gini25,0.53580559
4,2015,d8,0.104714426,SSP2,Gini25,0.574388841
4,2015,d8,0.104727525,SSP4,Gini25,0.573642758
4,2015,d8,0.10477518,SSP1,Gini25,0.57419095
4,2015,d8,0.104710396,SSP3,Gini25,0.573827934
4,2015,d8,0.104785199,SSP5,Gini25,0.574342963
22,2015,d6,0.086899562,SSP4,Gini25,0.316688061
22,2015,d6,0.086899562,SSP1,Gini25,0.316688061
22,2015,d6,0.086899562,SSP5,Gini25,0.316688061
22,2015,d6,0.086899562,SSP2,Gini25,0.316688061
22,2015,d6,0.086899562,SSP3,Gini25,0.316688061
18,2015,d3,0.046968745,SSP3,Gini25,0.405839854
18,2015,d3,0.046968745,SSP2,Gini25,0.405839854
18,2015,d3,0.046968745,SSP1,Gini25,0.405839854
18,2015,d3,0.046968745,SSP5,Gini25,0.405839854
18,2015,d3,0.046968745,SSP4,Gini25,0.405839854
27,2015,d2,0.038867756,SSP5,Gini25,0.398789728
27,2015,d2,0.038867756,SSP3,Gini25,0.398789728
27,2015,d2,0.038867756,SSP4,Gini25,0.398789728
27,2015,d2,0.038867756,SSP1,Gini25,0.398789728
27,2015,d2,0.038867756,SSP2,Gini25,0.398789728
11,2015,d1,0.023807043,SSP4,Gini25,0.385893911
11,2015,d1,0.023807043,SSP5,Gini25,0.385893911
11,2015,d1,0.023807043,SSP1,Gini25,0.385893911
11,2015,d1,0.023807043,SSP3,Gini25,0.385893911
11,2015,d1,0.023807043,SSP2,Gini25,0.385893911
15,2015,d1,0.018962005,SSP4,Gini25,0.436224383
15,2015,d1,0.01896372,SSP5,Gini25,0.436183941
15,2015,d1,0.0189645,SSP1,Gini25,0.436181156
15,2015,d1,0.018962654,SSP2,Gini25,0.436209368
15,2015,d1,0.018961189,SSP3,Gini25,0.436240182
10,2015,d3,0.037342186,SSP2,Gini25,0.408727558
10,2015,d3,0.036915414,SSP3,Gini25,0.410047327
17,2015,d6,0.066282408,SSP1,Gini25,0.493857304
17,2015,d6,0.066282408,SSP5,Gini25,0.493857304
17,2015,d6,0.066282408,SSP3,Gini25,0.493857304
17,2015,d6,0.066282408,SSP4,Gini25,0.493857304
17,2015,d6,0.066282408,SSP2,Gini25,0.493857304
10,2015,d3,0.037601157,SSP5,Gini25,0.408181102
22,2015,d7,0.098963191,SSP4,Gini25,0.316688061
22,2015,d7,0.098963191,SSP1,Gini25,0.316688061
22,2015,d7,0.098963191,SSP5,Gini25,0.316688061
22,2015,d7,0.098963191,SSP2,Gini25,0.316688061
22,2015,d7,0.098963191,SSP3,Gini25,0.316688061
10,2015,d3,0.036991626,SSP4,Gini25,0.410182966
10,2015,d3,0.037179405,SSP1,Gini25,0.40962998
32,2015,d2,0.025855213,SSP5,Gini25,0.498532087
32,2015,d2,0.025855213,SSP1,Gini25,0.498532087
32,2015,d2,0.025855213,SSP4,Gini25,0.498532087
32,2015,d2,0.025855213,SSP2,Gini25,0.498532087
32,2015,d2,0.025855213,SSP3,Gini25,0.498532087
20,2015,d1,0.017206809,SSP4,Gini25,0.469558544
20,2015,d1,0.017206809,SSP5,Gini25,0.469558544
20,2015,d1,0.017206809,SSP2,Gini25,0.469558544
20,2015,d1,0.017206809,SSP1,Gini25,0.469558544
20,2015,d1,0.017206809,SSP3,Gini25,0.469558544
24,2015,d4,0.024983356,SSP2,Gini25,0.638829716
24,2015,d4,0.024983356,SSP1,Gini25,0.638829716
24,2015,d4,0.024983356,SSP5,Gini25,0.638829716
24,2015,d4,0.024983356,SSP4,Gini25,0.638829716
24,2015,d4,0.024983356,SSP3,Gini25,0.638829716
14,2015,d1,0.033786913,SSP3,Gini25,0.311766314
14,2015,d1,0.033819428,SSP1,Gini25,0.311372696
14,2015,d1,0.033829466,SSP5,Gini25,0.311252995
14,2015,d1,0.033839648,SSP4,Gini25,0.311126413
14,2015,d1,0.033816694,SSP2,Gini25,0.311405295
18,2015,d4,0.056306798,SSP3,Gini25,0.405839854
18,2015,d4,0.056306798,SSP2,Gini25,0.405839854
18,2015,d4,0.056306798,SSP1,Gini25,0.405839854
18,2015,d4,0.056306798,SSP5,Gini25,0.405839854
18,2015,d4,0.056306798,SSP4,Gini25,0.405839854
27,2015,d3,0.048295752,SSP5,Gini25,0.398789728
27,2015,d3,0.048295752,SSP3,Gini25,0.398789728
27,2015,d3,0.048295752,SSP4,Gini25,0.398789728
27,2015,d3,0.048295752,SSP1,Gini25,0.398789728
27,2015,d3,0.048295752,SSP2,Gini25,0.398789728
22,2015,d8,0.115471918,SSP4,Gini25,0.316688061
22,2015,d8,0.115471918,SSP1,Gini25,0.316688061
22,2015,d8,0.115471918,SSP5,Gini25,0.316688061
22,2015,d8,0.115471918,SSP2,Gini25,0.316688061
22,2015,d8,0.115471918,SSP3,Gini25,0.316688061
5,2015,d9,0.166429683,SSP5,Gini25,0.479322781
3,2015,d2,0.047756399,SSP1,Gini25,0.341510543
3,2015,d2,0.04774273,SSP2,Gini25,0.341547389
3,2015,d2,0.047759598,SSP4,Gini25,0.341495869
5,2015,d9,0.16642427,SSP4,Gini25,0.479289317
3,2015,d2,0.047760069,SSP5,Gini25,0.341498909
5,2015,d9,0.166369515,SSP1,Gini25,0.479378104
5,2015,d9,0.166437633,SSP2,Gini25,0.479413861
3,2015,d2,0.047722213,SSP3,Gini25,0.341621013
5,2015,d9,0.166450532,SSP3,Gini25,0.479393653
25,2015,d1,0.024512307,SSP2,Gini25,0.373789091
25,2015,d1,0.024512307,SSP1,Gini25,0.373789091
25,2015,d1,0.024512307,SSP3,Gini25,0.373789091
7,2015,d2,0.026334771,SSP2,Gini25,0.493974941
25,2015,d1,0.024512307,SSP5,Gini25,0.373789091
7,2015,d2,0.026334771,SSP3,Gini25,0.493974941
7,2015,d2,0.026334771,SSP1,Gini25,0.493974941
7,2015,d2,0.026334771,SSP4,Gini25,0.493974941
7,2015,d2,0.026334771,SSP5,Gini25,0.493974941
25,2015,d1,0.024512307,SSP4,Gini25,0.373789091
31,2015,d1,0.018301807,SSP3,Gini25,0.4191763
31,2015,d1,0.018301807,SSP1,Gini25,0.4191763
31,2015,d1,0.018301807,SSP4,Gini25,0.4191763
31,2015,d1,0.018301807,SSP5,Gini25,0.4191763
31,2015,d1,0.018301807,SSP2,Gini25,0.4191763
9,2015,d5,0.047224733,SSP4,Gini25,0.53543736
9,2015,d5,0.047176212,SSP2,Gini25,0.535638753
9,2015,d5,0.047268781,SSP5,Gini25,0.535299542
29,2015,d4,0.044960457,SSP4,Gini25,0.475868349
29,2015,d4,0.044981196,SSP5,Gini25,0.475567667
9,2015,d5,0.047151646,SSP3,Gini25,0.53580559
29,2015,d4,0.044947977,SSP3,Gini25,0.47594509
29,2015,d4,0.044983674,SSP1,Gini25,0.475532266
29,2015,d4,0.044973278,SSP2,Gini25,0.475670202
9,2015,d5,0.047279392,SSP1,Gini25,0.535468989
17,2015,d7,0.082573333,SSP1,Gini25,0.493857304
17,2015,d7,0.082573333,SSP5,Gini25,0.493857304
17,2015,d7,0.082573333,SSP3,Gini25,0.493857304
17,2015,d7,0.082573333,SSP4,Gini25,0.493857304
17,2015,d7,0.082573333,SSP2,Gini25,0.493857304
21,2015,d2,0.032012024,SSP5,Gini25,0.441439198
21,2015,d2,0.032108425,SSP3,Gini25,0.440852896
21,2015,d2,0.032060231,SSP2,Gini25,0.441151942
21,2015,d2,0.032098958,SSP4,Gini25,0.440819264
21,2015,d2,0.03207648,SSP1,Gini25,0.441003272
18,2015,d5,0.066230953,SSP3,Gini25,0.405839854
18,2015,d5,0.066230953,SSP2,Gini25,0.405839854
18,2015,d5,0.066230953,SSP1,Gini25,0.405839854
18,2015,d5,0.066230953,SSP5,Gini25,0.405839854
18,2015,d5,0.066230953,SSP4,Gini25,0.405839854
30,2015,d1,0.033780996,SSP4,Gini25,0.279239894
30,2015,d1,0.033780996,SSP5,Gini25,0.279239894
30,2015,d1,0.033780996,SSP1,Gini25,0.279239894
30,2015,d1,0.033780996,SSP3,Gini25,0.279239894
30,2015,d1,0.033780996,SSP2,Gini25,0.279239894
32,2015,d3,0.034697753,SSP5,Gini25,0.498532087
32,2015,d3,0.034697753,SSP1,Gini25,0.498532087
32,2015,d3,0.034697753,SSP4,Gini25,0.498532087
32,2015,d3,0.034697753,SSP2,Gini25,0.498532087
32,2015,d3,0.034697753,SSP3,Gini25,0.498532087
27,2015,d4,0.057217302,SSP5,Gini25,0.398789728
27,2015,d4,0.057217302,SSP3,Gini25,0.398789728
27,2015,d4,0.057217302,SSP4,Gini25,0.398789728
27,2015,d4,0.057217302,SSP1,Gini25,0.398789728
27,2015,d4,0.057217302,SSP2,Gini25,0.398789728
4,2015,d9,0.156873448,SSP4,Gini25,0.573642758
4,2015,d9,0.156384596,SSP1,Gini25,0.57419095
4,2015,d9,0.156355077,SSP5,Gini25,0.574342963
4,2015,d9,0.156778304,SSP2,Gini25,0.574388841
4,2015,d9,0.157114837,SSP3,Gini25,0.573827934
3,2015,d3,0.056294941,SSP1,Gini25,0.341510543
3,2015,d3,0.056298143,SSP2,Gini25,0.341547389
3,2015,d3,0.056296128,SSP4,Gini25,0.341495869
3,2015,d3,0.056294638,SSP5,Gini25,0.341498909
3,2015,d3,0.056297084,SSP3,Gini25,0.341621013
26,2015,d3,0.034130576,SSP5,Gini25,0.485152156
26,2015,d3,0.0341171,SSP3,Gini25,0.485384803
26,2015,d3,0.034121727,SSP2,Gini25,0.485054795
26,2015,d3,0.034092532,SSP4,Gini25,0.485641819
26,2015,d3,0.034119307,SSP1,Gini25,0.485278649
22,2015,d9,0.143814208,SSP4,Gini25,0.316688061
22,2015,d9,0.143814208,SSP1,Gini25,0.316688061
22,2015,d9,0.143814208,SSP5,Gini25,0.316688061
22,2015,d9,0.143814208,SSP2,Gini25,0.316688061
22,2015,d9,0.143814208,SSP3,Gini25,0.316688061
24,2015,d5,0.034652839,SSP2,Gini25,0.638829716
24,2015,d5,0.034652839,SSP1,Gini25,0.638829716
24,2015,d5,0.034652839,SSP5,Gini25,0.638829716
24,2015,d5,0.034652839,SSP4,Gini25,0.638829716
24,2015,d5,0.034652839,SSP3,Gini25,0.638829716
29,2015,d5,0.057272311,SSP4,Gini25,0.475868349
29,2015,d5,0.05733756,SSP5,Gini25,0.475567667
29,2015,d5,0.057257838,SSP3,Gini25,0.47594509
29,2015,d5,0.057343924,SSP1,Gini25,0.475532266
29,2015,d5,0.057311289,SSP2,Gini25,0.475670202
18,2015,d6,0.077782702,SSP3,Gini25,0.405839854
18,2015,d6,0.077782702,SSP2,Gini25,0.405839854
18,2015,d6,0.077782702,SSP1,Gini25,0.405839854
18,2015,d6,0.077782702,SSP5,Gini25,0.405839854
18,2015,d6,0.077782702,SSP4,Gini25,0.405839854
11,2015,d2,0.038916367,SSP4,Gini25,0.385893911
11,2015,d2,0.038916367,SSP5,Gini25,0.385893911
11,2015,d2,0.038916367,SSP1,Gini25,0.385893911
11,2015,d2,0.038916367,SSP3,Gini25,0.385893911
11,2015,d2,0.038916367,SSP2,Gini25,0.385893911
12,2015,d1,0.030809729,SSP4,Gini25,0.307378954
9,2015,d6,0.061190855,SSP4,Gini25,0.53543736
12,2015,d1,0.030848886,SSP5,Gini25,0.307240412
12,2015,d1,0.030814169,SSP1,Gini25,0.307356963
